Unique ID,Description,Category,Amount,Date,Account,Third Party
1676311868064202,Randomly generated expenses for Taxes,Taxes,12,2020-12-04,Chase Freedom Flex,
1676311868064209,Randomly generated expenses for Personal Care,Personal Care,44,2020-12-05,Chase Freedom Flex,Ronald
1676311868064215,Randomly generated expenses for Health and Fitness,Health and Fitness,18,2020-12-06,Capital One Savor,
1676311868064221,Randomly generated expenses for Home,Home,32,2020-12-07,Chase Freedom Flex,
1676311868064227,Randomly generated expenses for Food and Dining,Food and Dining,39,2020-12-08,Capital One Savor,
1676311868064234,Randomly generated expenses for Health and Fitness,Health and Fitness,30,2020-12-09,Capital One Savor,
1676311868064240,Randomly generated expenses for Transportation,Transportation,17,2020-12-10,Discover It,Ronald
1676311868064246,Randomly generated expenses for Health and Fitness,Health and Fitness,49,2020-12-11,Chase Freedom Flex,
1676311868064253,Randomly generated expenses for Shopping,Shopping,7,2020-12-12,Discover It,
1676311868064259,Randomly generated expenses for Uncategorized,Uncategorized,32,2020-12-13,Chase Freedom Flex,
1676311868064266,Randomly generated expenses for Kids,Kids,43,2020-12-14,Chase Freedom Flex,
1676311868064273,Randomly generated expenses for Misc Expenses,Misc Expenses,8,2020-12-15,Discover It,
1676311868064281,Randomly generated expenses for Uncategorized,Uncategorized,39,2020-12-15,Chase Freedom Flex,
1676311868064287,Randomly generated expenses for Health and Fitness,Health and Fitness,23,2020-12-16,Schwab Investor Card,Ronald
1676311868064294,Randomly generated expenses for Shopping,Shopping,32,2020-12-17,Chase Freedom Flex,
1676311868064301,Randomly generated expenses for Food and Dining,Food and Dining,11,2020-12-18,Chase Freedom Flex,
1676311868064307,Randomly generated expenses for Taxes,Taxes,16,2020-12-19,Capital One Savor,
1676311868064313,Randomly generated expenses for Home,Home,26,2020-12-20,Capital One Savor,
1676311868064319,Randomly generated expenses for Entertainment,Entertainment,48,2020-12-21,Capital One Savor,
1676311868064326,Randomly generated expenses for Business Services,Business Services,5,2020-12-22,Capital One Savor,
1676311868064333,Randomly generated expenses for Gift,Gift,14,2020-12-23,Chase Freedom Flex,
1676311868064339,Randomly generated expenses for Kids,Kids,16,2020-12-24,Discover It,
1676311868064346,Randomly generated expenses for Entertainment,Entertainment,22,2020-12-25,Capital One Savor,
1676311868064353,Randomly generated expenses for Uncategorized,Uncategorized,27,2020-12-26,Chase Freedom Flex,
1676311868064359,Randomly generated expenses for Food and Dining,Food and Dining,43,2020-12-27,Chase Freedom Flex,
1676311868064366,Randomly generated expenses for Food and Dining,Food and Dining,42,2020-12-28,Discover It,
1676311868064373,Randomly generated expenses for Transportation,Transportation,34,2020-12-29,Chase Freedom Flex,
1676311868064382,Randomly generated expenses for Entertainment,Entertainment,46,2020-12-29,Chase Freedom Flex,
1676311868064390,Randomly generated expenses for Food and Dining,Food and Dining,47,2020-12-30,Discover It,
1676311868064397,Randomly generated expenses for Entertainment,Entertainment,39,2020-12-31,Discover It,Cara
1676311868064405,Randomly generated expenses for Clothing,Clothing,18,2021-01-01,Discover It,
1676311868064413,Randomly generated expenses for Food and Dining,Food and Dining,3,2021-01-01,Chase Freedom Flex,
1676311868064420,Randomly generated expenses for Personal Care,Personal Care,30,2021-01-02,Discover It,Ronald
1676311868064428,Randomly generated expenses for Food and Dining,Food and Dining,17,2021-01-03,Chase Freedom Flex,
1676311868064434,Randomly generated expenses for Utilities,Utilities,17,2021-01-04,Chase Freedom Flex,
1676311868064442,Randomly generated expenses for Personal Care,Personal Care,36,2021-01-05,Amex Blue Cash Preferred,
1676311868064449,Randomly generated expenses for Entertainment,Entertainment,48,2021-01-06,Capital One Savor,
1676311868064455,Randomly generated expenses for Misc Expenses,Misc Expenses,19,2021-01-06,Schwab Investor Card,Sophia
1676311868064462,Randomly generated expenses for Health and Fitness,Health and Fitness,36,2021-01-07,Discover It,
1676311868064470,Randomly generated expenses for Uncategorized,Uncategorized,44,2021-01-08,Discover It,
1676311868064477,Randomly generated expenses for Kids,Kids,39,2021-01-09,Chase Freedom Flex,Cara
1676311868064483,Randomly generated expenses for Food and Dining,Food and Dining,46,2021-01-10,Capital One Savor,Cara
1676311868064489,Randomly generated expenses for Food and Dining,Food and Dining,23,2021-01-10,Discover It,
1676311868064495,Randomly generated expenses for Transportation,Transportation,35,2021-01-11,Amex Blue Cash Preferred,
1676311868064501,Randomly generated expenses for Food and Dining,Food and Dining,34,2021-01-11,Schwab Investor Card,Cara
1676311868064507,Randomly generated expenses for Education,Education,23,2021-01-12,Chase Freedom Flex,
1676311868064514,Randomly generated expenses for Shopping,Shopping,20,2021-01-13,Amex Blue Cash Preferred,
1676311868064521,Randomly generated expenses for Utilities,Utilities,15,2021-01-14,Chase Freedom Flex,
1676311868064527,Randomly generated expenses for Utilities,Utilities,26,2021-01-15,Schwab Investor Card,
1676311868064534,Randomly generated expenses for Kids,Kids,23,2021-01-16,Amex Blue Cash Preferred,Sophia
1676311868064541,Randomly generated expenses for Shopping,Shopping,21,2021-01-17,Discover It,
1676311868064547,Randomly generated expenses for Pet,Pet,5,2021-01-18,Amex Blue Cash Preferred,
1676311868064555,Randomly generated expenses for Food and Dining,Food and Dining,26,2021-01-19,Capital One Savor,Justine
1676311868064561,Randomly generated expenses for Uncategorized,Uncategorized,3,2021-01-20,Chase Freedom Flex,
1676311868064567,Randomly generated expenses for Financial,Financial,21,2021-01-20,Chase Freedom Flex,
1676311868064573,Randomly generated expenses for Food and Dining,Food and Dining,47,2021-01-21,Chase Freedom Flex,
1676311868064579,Randomly generated expenses for Utilities,Utilities,16,2021-01-22,Discover It,Ronald
1676311868064586,Randomly generated expenses for Kids,Kids,45,2021-01-23,Schwab Investor Card,
1676311868064593,Randomly generated expenses for Uncategorized,Uncategorized,16,2021-01-24,Amex Blue Cash Preferred,
1676311868064599,Randomly generated expenses for Utilities,Utilities,27,2021-01-25,Chase Freedom Flex,
1676311868064606,Randomly generated expenses for Food and Dining,Food and Dining,30,2021-01-26,Chase Freedom Flex,
1676311868064613,Randomly generated expenses for Gift,Gift,11,2021-01-27,Amex Blue Cash Preferred,Justine
1676311868064619,Randomly generated expenses for Misc Expenses,Misc Expenses,23,2021-01-28,Discover It,Justine
1676311868064626,Randomly generated expenses for Kids,Kids,41,2021-01-28,Chase Freedom Flex,Cara
1676311868064633,Randomly generated expenses for Health and Fitness,Health and Fitness,49,2021-01-29,Chase Freedom Flex,
1676311868064638,Randomly generated expenses for Entertainment,Entertainment,43,2021-01-29,Capital One Savor,
1676311868064643,Randomly generated expenses for Kids,Kids,23,2021-01-29,Discover It,
1676311868064650,Randomly generated expenses for Clothing,Clothing,23,2021-01-30,Amex Blue Cash Preferred,
1676311868064657,Randomly generated expenses for Transportation,Transportation,16,2021-01-31,Amex Blue Cash Preferred,
1676311868064663,Randomly generated expenses for Utilities,Utilities,50,2021-02-01,Discover It,
1676311868064670,Randomly generated expenses for Misc Expenses,Misc Expenses,50,2021-02-02,Schwab Investor Card,
1676311868064677,Randomly generated expenses for Shopping,Shopping,23,2021-02-03,Amex Blue Cash Preferred,Ronald
1676311868064682,Randomly generated expenses for Entertainment,Entertainment,23,2021-02-03,Discover It,
1676311868064689,Randomly generated expenses for Kids,Kids,38,2021-02-03,Chase Freedom Flex,
1676311868064695,Randomly generated expenses for Education,Education,1,2021-02-04,Discover It,
1676311868064702,Randomly generated expenses for Entertainment,Entertainment,50,2021-02-05,Amex Blue Cash Preferred,
1676311868064709,Randomly generated expenses for Clothing,Clothing,39,2021-02-05,Amex Blue Cash Preferred,
1676311868064714,Randomly generated expenses for Education,Education,16,2021-02-05,Amex Blue Cash Preferred,
1676311868064720,Randomly generated expenses for Kids,Kids,48,2021-02-06,Capital One Savor,
1676311868064727,Randomly generated expenses for Food and Dining,Food and Dining,12,2021-02-07,Amex Blue Cash Preferred,
1676311868064734,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,4,2021-02-08,Amex Blue Cash Preferred,
1676311868064741,Randomly generated expenses for Home,Home,19,2021-02-09,Chase Freedom Flex,
1676311868064748,Randomly generated expenses for Shopping,Shopping,15,2021-02-10,Capital One Savor,
1676311868064754,Randomly generated expenses for Food and Dining,Food and Dining,39,2021-02-11,Capital One Savor,
1676311868064760,Randomly generated expenses for Taxes,Taxes,26,2021-02-12,Discover It,
1676311868064766,Randomly generated expenses for Kids,Kids,39,2021-02-12,Chase Freedom Flex,
1676311868064772,Randomly generated expenses for Education,Education,38,2021-02-13,Amex Blue Cash Preferred,
1676311868064778,Randomly generated expenses for Transportation,Transportation,6,2021-02-14,Capital One Savor,
1676311868064785,Randomly generated expenses for Personal Care,Personal Care,44,2021-02-15,Chase Freedom Flex,
1676311868064791,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,6,2021-02-16,Chase Freedom Flex,Ronald
1676311868064798,Randomly generated expenses for Utilities,Utilities,42,2021-02-17,Chase Freedom Flex,
1676311868064805,Randomly generated expenses for Entertainment,Entertainment,25,2021-02-18,Chase Freedom Flex,
1676311868064810,Randomly generated expenses for Shopping,Shopping,36,2021-02-18,Capital One Savor,Cara
1676311868064817,Randomly generated expenses for Education,Education,10,2021-02-19,Chase Freedom Flex,
1676311868064823,Randomly generated expenses for Health and Fitness,Health and Fitness,37,2021-02-20,Discover It,
1676311868064830,Randomly generated expenses for Shopping,Shopping,35,2021-02-21,Chase Freedom Flex,
1676311868064837,Randomly generated expenses for Pet,Pet,2,2021-02-22,Capital One Savor,
1676311868064844,Randomly generated expenses for Home,Home,33,2021-02-23,Amex Blue Cash Preferred,
1676311868064852,Randomly generated expenses for Pet,Pet,37,2021-02-24,Chase Freedom Flex,
1676311868064860,Randomly generated expenses for Utilities,Utilities,4,2021-02-25,Discover It,
1676311868064866,Randomly generated expenses for Home,Home,20,2021-02-25,Capital One Savor,
1676311868064871,Randomly generated expenses for Food and Dining,Food and Dining,21,2021-02-25,Chase Freedom Flex,Justine
1676311868064878,Randomly generated expenses for Food and Dining,Food and Dining,35,2021-02-26,Chase Freedom Flex,
1676311868064885,Randomly generated expenses for Health and Fitness,Health and Fitness,19,2021-02-27,Chase Freedom Flex,
1676311868064890,Randomly generated expenses for Utilities,Utilities,31,2021-02-27,Chase Freedom Flex,
1676311868064895,Randomly generated expenses for Kids,Kids,45,2021-02-27,Schwab Investor Card,
1676311868064902,Randomly generated expenses for Misc Expenses,Misc Expenses,7,2021-02-28,Capital One Savor,
1676311868064908,Randomly generated expenses for Health and Fitness,Health and Fitness,42,2021-03-01,Chase Freedom Flex,
1676311868064914,Randomly generated expenses for Gift,Gift,2,2021-03-02,Chase Freedom Flex,
1676311868064921,Randomly generated expenses for Food and Dining,Food and Dining,11,2021-03-03,Amex Blue Cash Preferred,
1676311868064927,Randomly generated expenses for Utilities,Utilities,43,2021-03-04,Chase Freedom Flex,
1676311868064934,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,44,2021-03-05,Amex Blue Cash Preferred,
1676311868064941,Randomly generated expenses for Utilities,Utilities,32,2021-03-06,Chase Freedom Flex,
1676311868064947,Randomly generated expenses for Food and Dining,Food and Dining,23,2021-03-07,Chase Freedom Flex,
1676311868064953,Randomly generated expenses for Shopping,Shopping,3,2021-03-08,Chase Freedom Flex,
1676311868064959,Randomly generated expenses for Personal Care,Personal Care,42,2021-03-09,Discover It,Justine
1676311868064966,Randomly generated expenses for Gift,Gift,26,2021-03-10,Chase Freedom Flex,
1676311868064973,Randomly generated expenses for Uncategorized,Uncategorized,1,2021-03-11,Amex Blue Cash Preferred,
1676311868064979,Randomly generated expenses for Entertainment,Entertainment,14,2021-03-12,Chase Freedom Flex,
1676311868064986,Randomly generated expenses for Taxes,Taxes,44,2021-03-13,Discover It,
1676311868064993,Randomly generated expenses for Education,Education,24,2021-03-14,Capital One Savor,
1676311868064998,Randomly generated expenses for Entertainment,Entertainment,42,2021-03-14,Amex Blue Cash Preferred,
1676311868065005,Randomly generated expenses for Home,Home,9,2021-03-15,Discover It,
1676311868065011,Randomly generated expenses for Food and Dining,Food and Dining,23,2021-03-16,Chase Freedom Flex,Cara
1676311868065018,Randomly generated expenses for Kids,Kids,48,2021-03-17,Chase Freedom Flex,
1676311868065023,Randomly generated expenses for Entertainment,Entertainment,8,2021-03-17,Discover It,
1676311868065030,Randomly generated expenses for Book,Book,42,2021-03-18,Chase Freedom Flex,
1676311868065035,Randomly generated expenses for Clothing,Clothing,19,2021-03-19,Schwab Investor Card,
1676311868065042,Randomly generated expenses for Gift,Gift,1,2021-03-20,Chase Freedom Flex,Ronald
1676311868065049,Randomly generated expenses for Misc Expenses,Misc Expenses,35,2021-03-21,Schwab Investor Card,
1676311868065055,Randomly generated expenses for Gift,Gift,20,2021-03-22,Amex Blue Cash Preferred,
1676311868065061,Randomly generated expenses for Transportation,Transportation,11,2021-03-22,Schwab Investor Card,Sophia
1676311868065067,Randomly generated expenses for Food and Dining,Food and Dining,37,2021-03-23,Discover It,
1676311868065073,Randomly generated expenses for Clothing,Clothing,15,2021-03-24,Amex Blue Cash Preferred,Sophia
1676311868065079,Randomly generated expenses for Personal Care,Personal Care,11,2021-03-25,Chase Freedom Flex,
